instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
14023,2012-08-12,3,1,8,11,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449,Pagi-Siang
14024,2012-08-12,3,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505,Sore
14025,2012-08-12,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0.0,178,365,543,Sore
14026,2012-08-12,3,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579,Sore
14027,2012-08-12,3,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577,Sore
14028,2012-08-12,3,1,8,16,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513,Sore
14029,2012-08-12,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0.0,186,319,505,Sore
14030,2012-08-12,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491,Malam
14031,2012-08-12,3,1,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465,Malam
14032,2012-08-12,3,1,8,20,0,0,0,1,0.72,0.6515,0.45,0.0,96,204,300,Malam
14033,2012-08-12,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220,Malam
14034,2012-08-12,3,1,8,22,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181,Malam
14035,2012-08-12,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0.0,25,85,110,Malam
14036,2012-08-13,3,1,8,0,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47,Pagi Buta
14037,2012-08-13,3,1,8,1,0,1,1,1,0.66,0.6212,0.65,0.0896,3,11,14,Pagi Buta
14038,2012-08-13,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8,9,Pagi Buta
14039,2012-08-13,3,1,8,3,0,1,1,1,0.64,0.6061,0.69,0.0,1,5,6,Pagi Buta
14040,2012-08-13,3,1,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045,0,11,11,Pagi Buta
14041,2012-08-13,3,1,8,5,0,1,1,1,0.64,0.6061,0.69,0.1045,3,33,36,Pagi Buta
14042,2012-08-13,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,4,155,159,Pagi-Siang
14043,2012-08-13,3,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436,Pagi-Siang
14044,2012-08-13,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673,Pagi-Siang
14045,2012-08-13,3,1,8,9,0,1,1,2,0.74,0.6667,0.45,0.0,40,265,305,Pagi-Siang
14046,2012-08-13,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0.0,88,111,199,Pagi-Siang
14047,2012-08-13,3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245,Pagi-Siang
14048,2012-08-13,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276,Sore
14049,2012-08-13,3,1,8,13,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254,Sore
14050,2012-08-13,3,1,8,14,0,1,1,1,0.8,0.697,0.33,0.1045,85,163,248,Sore
14051,2012-08-13,3,1,8,15,0,1,1,1,0.82,0.7273,0.34,0.2239,80,194,274,Sore
14052,2012-08-13,3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464,Sore
14053,2012-08-13,3,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,102,716,818,Sore
14054,2012-08-13,3,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,103,709,812,Malam
14055,2012-08-13,3,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,88,467,555,Malam
14056,2012-08-13,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374,432,Malam
14057,2012-08-13,3,1,8,21,0,1,1,1,0.72,0.6818,0.66,0.194,44,246,290,Malam
14058,2012-08-13,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192,Malam
14059,2012-08-13,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,28,100,128,Malam
14060,2012-08-14,3,1,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,12,48,60,Pagi Buta
14061,2012-08-14,3,1,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,8,19,27,Pagi Buta
14062,2012-08-14,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194,2,9,11,Pagi Buta
14063,2012-08-14,3,1,8,3,0,2,1,2,0.68,0.6364,0.83,0.194,0,3,3,Pagi Buta
14064,2012-08-14,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5,Pagi Buta
14065,2012-08-14,3,1,8,5,0,2,1,2,0.68,0.6364,0.89,0.194,1,35,36,Pagi Buta
14066,2012-08-14,3,1,8,6,0,2,1,3,0.64,0.5758,0.83,0.194,1,63,64,Pagi-Siang
14067,2012-08-14,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179,Pagi-Siang
14068,2012-08-14,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618,Pagi-Siang
14069,2012-08-14,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.0,48,354,402,Pagi-Siang
14070,2012-08-14,3,1,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208,Pagi-Siang
14071,2012-08-14,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0.0,69,127,196,Pagi-Siang
14072,2012-08-14,3,1,8,12,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300,Sore
14073,2012-08-14,3,1,8,13,0,2,1,1,0.8,0.7273,0.46,0.0896,83,203,286,Sore
14074,2012-08-14,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,80,175,255,Sore
14075,2012-08-14,3,1,8,15,0,2,1,1,0.82,0.7576,0.46,0.2239,84,199,283,Sore
14076,2012-08-14,3,1,8,16,0,2,1,1,0.82,0.7424,0.43,0.2239,95,363,458,Sore
14077,2012-08-14,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,78,734,812,Sore
14078,2012-08-14,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,97,757,854,Malam
14079,2012-08-14,3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,94,533,627,Malam
14080,2012-08-14,3,1,8,20,0,2,1,1,0.74,0.7121,0.74,0.2239,65,371,436,Malam
14081,2012-08-14,3,1,8,21,0,2,1,1,0.74,0.6818,0.62,0.2239,56,252,308,Malam
14082,2012-08-14,3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189,Malam
14083,2012-08-14,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167,Malam
14084,2012-08-15,3,1,8,0,0,3,1,1,0.7,0.6515,0.61,0.194,8,52,60,Pagi Buta
14085,2012-08-15,3,1,8,1,0,3,1,1,0.7,0.6515,0.61,0.0,6,31,37,Pagi Buta
14086,2012-08-15,3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0.0,1,7,8,Pagi Buta
14087,2012-08-15,3,1,8,3,0,3,1,1,0.66,0.6212,0.74,0.1045,1,10,11,Pagi Buta
14088,2012-08-15,3,1,8,4,0,3,1,1,0.64,0.5758,0.83,0.1045,0,4,4,Pagi Buta
14089,2012-08-15,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35,39,Pagi Buta
14090,2012-08-15,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,12,160,172,Pagi-Siang
14091,2012-08-15,3,1,8,7,0,3,1,2,0.66,0.6212,0.69,0.194,25,467,492,Pagi-Siang
14092,2012-08-15,3,1,8,8,0,3,1,2,0.7,0.6515,0.65,0.2836,40,642,682,Pagi-Siang
14093,2012-08-15,3,1,8,9,0,3,1,2,0.72,0.6818,0.62,0.194,57,310,367,Pagi-Siang
14094,2012-08-15,3,1,8,10,0,3,1,2,0.72,0.6818,0.62,0.194,70,163,233,Pagi-Siang
14095,2012-08-15,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.194,80,155,235,Pagi-Siang
14096,2012-08-15,3,1,8,12,0,3,1,1,0.74,0.6818,0.55,0.2239,77,230,307,Sore
14097,2012-08-15,3,1,8,13,0,3,1,2,0.78,0.7121,0.49,0.194,88,206,294,Sore
14098,2012-08-15,3,1,8,14,0,3,1,2,0.76,0.697,0.52,0.2985,94,161,255,Sore
14099,2012-08-15,3,1,8,15,0,3,1,1,0.76,0.697,0.52,0.2537,70,196,266,Sore
14100,2012-08-15,3,1,8,16,0,3,1,1,0.76,0.6818,0.48,0.194,91,340,431,Sore
14101,2012-08-15,3,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,102,749,851,Sore
14102,2012-08-15,3,1,8,18,0,3,1,1,0.74,0.6667,0.51,0.2239,80,768,848,Malam
14103,2012-08-15,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,124,525,649,Malam
14104,2012-08-15,3,1,8,20,0,3,1,1,0.7,0.6515,0.61,0.1343,72,355,427,Malam
14105,2012-08-15,3,1,8,21,0,3,1,1,0.7,0.6515,0.61,0.194,49,266,315,Malam
14106,2012-08-15,3,1,8,22,0,3,1,1,0.7,0.6515,0.61,0.1642,29,197,226,Malam
14107,2012-08-15,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,18,120,138,Malam
14108,2012-08-16,3,1,8,0,0,4,1,1,0.66,0.6212,0.69,0.0,13,63,76,Pagi Buta
14109,2012-08-16,3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0.0,3,18,21,Pagi Buta
14110,2012-08-16,3,1,8,2,0,4,1,1,0.64,0.6061,0.69,0.194,0,15,15,Pagi Buta
14111,2012-08-16,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.2537,0,4,4,Pagi Buta
14112,2012-08-16,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.2239,2,3,5,Pagi Buta
14113,2012-08-16,3,1,8,5,0,4,1,1,0.6,0.5758,0.78,0.1642,7,30,37,Pagi Buta
14114,2012-08-16,3,1,8,6,0,4,1,1,0.6,0.5758,0.78,0.1642,3,162,165,Pagi-Siang
14115,2012-08-16,3,1,8,7,0,4,1,1,0.64,0.6061,0.69,0.2239,16,448,464,Pagi-Siang
14116,2012-08-16,3,1,8,8,0,4,1,1,0.68,0.6364,0.61,0.194,33,649,682,Pagi-Siang
14117,2012-08-16,3,1,8,9,0,4,1,1,0.72,0.6667,0.54,0.1045,41,296,337,Pagi-Siang
14118,2012-08-16,3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,78,121,199,Pagi-Siang
14119,2012-08-16,3,1,8,11,0,4,1,1,0.76,0.6667,0.37,0.0896,83,191,274,Pagi-Siang
14120,2012-08-16,3,1,8,12,0,4,1,1,0.8,0.697,0.33,0.1045,96,247,343,Sore
14121,2012-08-16,3,1,8,13,0,4,1,1,0.8,0.697,0.31,0.2239,81,219,300,Sore
14122,2012-08-16,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0.0,72,176,248,Sore
14123,2012-08-16,3,1,8,15,0,4,1,1,0.8,0.697,0.33,0.2537,63,197,260,Sore
14124,2012-08-16,3,1,8,16,0,4,1,1,0.82,0.7121,0.32,0.2239,79,340,419,Sore
14125,2012-08-16,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.194,130,767,897,Sore
14126,2012-08-16,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0.0,109,723,832,Malam
14127,2012-08-16,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677,Malam
14128,2012-08-16,3,1,8,20,0,4,1,1,0.76,0.6818,0.4,0.0896,100,414,514,Malam
14129,2012-08-16,3,1,8,21,0,4,1,1,0.74,0.6667,0.48,0.194,83,273,356,Malam
14130,2012-08-16,3,1,8,22,0,4,1,1,0.72,0.6667,0.51,0.1642,69,185,254,Malam
14131,2012-08-16,3,1,8,23,0,4,1,1,0.7,0.6515,0.54,0.1045,58,168,226,Malam
14132,2012-08-17,3,1,8,0,0,5,1,1,0.68,0.2424,0.57,0.1642,21,67,88,Pagi Buta
14133,2012-08-17,3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,16,38,54,Pagi Buta
14134,2012-08-17,3,1,8,2,0,5,1,1,0.66,0.2424,0.61,0.1343,4,15,19,Pagi Buta
14135,2012-08-17,3,1,8,3,0,5,1,1,0.64,0.2424,0.65,0.1045,0,6,6,Pagi Buta
14136,2012-08-17,3,1,8,4,0,5,1,1,0.64,0.2424,0.73,0.1642,0,9,9,Pagi Buta
14137,2012-08-17,3,1,8,5,0,5,1,1,0.64,0.2424,0.73,0.1045,2,34,36,Pagi Buta
14138,2012-08-17,3,1,8,6,0,5,1,1,0.62,0.2424,0.78,0.1343,6,151,157,Pagi-Siang
14139,2012-08-17,3,1,8,7,0,5,1,1,0.64,0.2424,0.73,0.1045,11,368,379,Pagi-Siang
14140,2012-08-17,3,1,8,8,0,5,1,1,0.68,0.2424,0.65,0.1343,43,625,668,Pagi-Siang
14141,2012-08-17,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,58,320,378,Pagi-Siang
14142,2012-08-17,3,1,8,10,0,5,1,1,0.74,0.2424,0.55,0.1642,82,149,231,Pagi-Siang
14143,2012-08-17,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303,Pagi-Siang
14144,2012-08-17,3,1,8,12,0,5,1,1,0.82,0.2424,0.41,0.2239,110,255,365,Sore
14145,2012-08-17,3,1,8,13,0,5,1,1,0.84,0.2424,0.36,0.3881,103,254,357,Sore
14146,2012-08-17,3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,128,200,328,Sore
14147,2012-08-17,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383,Sore
14148,2012-08-17,3,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,116,372,488,Sore
14149,2012-08-17,3,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,144,647,791,Sore
14150,2012-08-17,3,1,8,18,0,5,1,2,0.82,0.2424,0.38,0.2537,108,561,669,Malam
14151,2012-08-17,3,1,8,19,0,5,1,2,0.74,0.2424,0.55,0.3881,88,403,491,Malam
14152,2012-08-17,3,1,8,20,0,5,1,2,0.72,0.2424,0.58,0.2239,97,262,359,Malam
14153,2012-08-17,3,1,8,21,0,5,1,2,0.68,0.2424,0.69,0.2985,57,198,255,Malam
14154,2012-08-17,3,1,8,22,0,5,1,3,0.66,0.2424,0.83,0.194,43,170,213,Malam
14155,2012-08-17,3,1,8,23,0,5,1,3,0.64,0.2424,0.83,0.2239,21,100,121,Malam
14156,2012-08-18,3,1,8,0,0,6,0,2,0.64,0.5758,0.83,0.2239,6,99,105,Pagi Buta
14157,2012-08-18,3,1,8,1,0,6,0,3,0.62,0.5455,0.94,0.1642,14,78,92,Pagi Buta
14158,2012-08-18,3,1,8,2,0,6,0,3,0.62,0.5606,0.88,0.1642,4,39,43,Pagi Buta
14159,2012-08-18,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.194,7,23,30,Pagi Buta
14160,2012-08-18,3,1,8,4,0,6,0,1,0.62,0.5909,0.73,0.2239,5,8,13,Pagi Buta
14161,2012-08-18,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,2,7,9,Pagi Buta
14162,2012-08-18,3,1,8,6,0,6,0,1,0.6,0.5606,0.83,0.2239,4,23,27,Pagi-Siang
14163,2012-08-18,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64,Pagi-Siang
14164,2012-08-18,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,28,161,189,Pagi-Siang
14165,2012-08-18,3,1,8,9,0,6,0,1,0.66,0.6212,0.65,0.2836,81,211,292,Pagi-Siang
14166,2012-08-18,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642,166,314,480,Pagi-Siang
14167,2012-08-18,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0.0,180,356,536,Pagi-Siang
14168,2012-08-18,3,1,8,12,0,6,0,1,0.76,0.6667,0.37,0.194,266,388,654,Sore
14169,2012-08-18,3,1,8,13,0,6,0,1,0.74,0.6515,0.4,0.194,289,355,644,Sore
14170,2012-08-18,3,1,8,14,0,6,0,1,0.76,0.6667,0.37,0.2836,242,356,598,Sore
14171,2012-08-18,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,250,346,596,Sore
14172,2012-08-18,3,1,8,16,0,6,0,1,0.76,0.6667,0.37,0.2537,287,354,641,Sore
14173,2012-08-18,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239,256,379,635,Sore
14174,2012-08-18,3,1,8,18,0,6,0,1,0.74,0.6515,0.37,0.1642,225,329,554,Malam
14175,2012-08-18,3,1,8,19,0,6,0,1,0.7,0.6364,0.45,0.1642,164,324,488,Malam
14176,2012-08-18,3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,99,242,341,Malam
14177,2012-08-18,3,1,8,21,0,6,0,1,0.66,0.6212,0.61,0.0,90,248,338,Malam
14178,2012-08-18,3,1,8,22,0,6,0,1,0.66,0.6212,0.61,0.0,90,171,261,Malam
14179,2012-08-18,3,1,8,23,0,6,0,1,0.64,0.6061,0.65,0.0896,60,175,235,Malam
14180,2012-08-19,3,1,8,0,0,0,0,1,0.66,0.6212,0.57,0.0896,44,143,187,Pagi Buta
14181,2012-08-19,3,1,8,1,0,0,0,1,0.64,0.6061,0.65,0.0,29,102,131,Pagi Buta
14182,2012-08-19,3,1,8,2,0,0,0,2,0.62,0.6061,0.69,0.0896,16,103,119,Pagi Buta
14183,2012-08-19,3,1,8,3,0,0,0,2,0.62,0.6061,0.61,0.1642,21,34,55,Pagi Buta
14184,2012-08-19,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,22,26,Pagi Buta
14185,2012-08-19,3,1,8,5,0,0,0,2,0.6,0.5909,0.73,0.1343,3,8,11,Pagi Buta
14186,2012-08-19,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,5,15,20,Pagi-Siang
14187,2012-08-19,3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,12,29,41,Pagi-Siang
14188,2012-08-19,3,1,8,8,0,0,0,2,0.64,0.6061,0.69,0.1045,34,90,124,Pagi-Siang
14189,2012-08-19,3,1,8,9,0,0,0,2,0.66,0.6212,0.74,0.0,86,184,270,Pagi-Siang
14190,2012-08-19,3,1,8,10,0,0,0,2,0.68,0.6364,0.69,0.0,138,287,425,Pagi-Siang
14191,2012-08-19,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,83,189,272,Pagi-Siang
14192,2012-08-19,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0.0,112,186,298,Sore
14193,2012-08-19,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,50,112,162,Sore
14194,2012-08-19,3,1,8,14,0,0,0,3,0.64,0.6061,0.73,0.0,41,108,149,Sore
14195,2012-08-19,3,1,8,15,0,0,0,2,0.64,0.6061,0.65,0.0,89,187,276,Sore
14196,2012-08-19,3,1,8,16,0,0,0,2,0.66,0.6212,0.65,0.0,97,259,356,Sore
14197,2012-08-19,3,1,8,17,0,0,0,2,0.64,0.5909,0.78,0.1045,76,267,343,Sore
14198,2012-08-19,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045,86,291,377,Malam
14199,2012-08-19,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,72,269,341,Malam
14200,2012-08-19,3,1,8,20,0,0,0,2,0.64,0.6061,0.73,0.194,61,213,274,Malam
14201,2012-08-19,3,1,8,21,0,0,0,3,0.62,0.5909,0.78,0.0896,36,154,190,Malam
14202,2012-08-19,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642,6,50,56,Malam
14203,2012-08-19,3,1,8,23,0,0,0,2,0.62,0.5909,0.73,0.0,7,39,46,Malam
14204,2012-08-20,3,1,8,0,0,1,1,2,0.6,0.5606,0.83,0.1045,1,25,26,Pagi Buta
14205,2012-08-20,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,0,10,10,Pagi Buta
14206,2012-08-20,3,1,8,2,0,1,1,1,0.6,0.5606,0.83,0.1642,0,5,5,Pagi Buta
14207,2012-08-20,3,1,8,3,0,1,1,1,0.6,0.5455,0.88,0.1045,0,3,3,Pagi Buta
14208,2012-08-20,3,1,8,4,0,1,1,2,0.6,0.5606,0.83,0.0896,0,7,7,Pagi Buta
14209,2012-08-20,3,1,8,5,0,1,1,2,0.6,0.5606,0.83,0.0,2,35,37,Pagi Buta
14210,2012-08-20,3,1,8,6,0,1,1,2,0.6,0.5758,0.78,0.1343,6,155,161,Pagi-Siang
14211,2012-08-20,3,1,8,7,0,1,1,2,0.62,0.5909,0.78,0.1343,15,427,442,Pagi-Siang
14212,2012-08-20,3,1,8,8,0,1,1,2,0.62,0.5909,0.73,0.1045,37,618,655,Pagi-Siang
14213,2012-08-20,3,1,8,9,0,1,1,2,0.64,0.6061,0.69,0.0,55,302,357,Pagi-Siang
14214,2012-08-20,3,1,8,10,0,1,1,2,0.64,0.6061,0.69,0.0896,69,124,193,Pagi-Siang
14215,2012-08-20,3,1,8,11,0,1,1,1,0.66,0.6212,0.65,0.1045,90,151,241,Pagi-Siang
14216,2012-08-20,3,1,8,12,0,1,1,2,0.66,0.6212,0.61,0.1045,66,216,282,Sore
14217,2012-08-20,3,1,8,13,0,1,1,1,0.7,0.6515,0.58,0.1343,97,194,291,Sore
14218,2012-08-20,3,1,8,14,0,1,1,1,0.72,0.6667,0.54,0.1642,87,188,275,Sore
14219,2012-08-20,3,1,8,15,0,1,1,1,0.72,0.6667,0.54,0.2537,102,207,309,Sore
14220,2012-08-20,3,1,8,16,0,1,1,1,0.72,0.6667,0.54,0.2537,103,357,460,Sore
14221,2012-08-20,3,1,8,17,0,1,1,1,0.7,0.6515,0.58,0.2836,83,810,893,Sore
14222,2012-08-20,3,1,8,18,0,1,1,2,0.62,0.5909,0.78,0.2537,89,726,815,Malam
14223,2012-08-20,3,1,8,19,0,1,1,2,0.62,0.5909,0.78,0.194,33,266,299,Malam
14224,2012-08-20,3,1,8,20,0,1,1,2,0.62,0.5758,0.83,0.2836,30,231,261,Malam
14225,2012-08-20,3,1,8,21,0,1,1,1,0.6,0.5606,0.83,0.0,26,219,245,Malam
14226,2012-08-20,3,1,8,22,0,1,1,2,0.6,0.5606,0.83,0.0,25,136,161,Malam
14227,2012-08-20,3,1,8,23,0,1,1,2,0.6,0.5606,0.83,0.0,10,92,102,Malam
14228,2012-08-21,3,1,8,0,0,2,1,2,0.6,0.5606,0.83,0.0896,7,52,59,Pagi Buta
14229,2012-08-21,3,1,8,1,0,2,1,2,0.6,0.5606,0.83,0.1343,11,22,33,Pagi Buta
14230,2012-08-21,3,1,8,2,0,2,1,2,0.58,0.5455,0.88,0.2836,1,7,8,Pagi Buta
14231,2012-08-21,3,1,8,3,0,2,1,1,0.56,0.5303,0.88,0.0,0,3,3,Pagi Buta
14232,2012-08-21,3,1,8,4,0,2,1,1,0.56,0.5303,0.88,0.0,0,4,4,Pagi Buta
14233,2012-08-21,3,1,8,5,0,2,1,1,0.56,0.5303,0.83,0.0896,4,30,34,Pagi Buta
14234,2012-08-21,3,1,8,6,0,2,1,1,0.56,0.5303,0.83,0.1045,5,164,169,Pagi-Siang
14235,2012-08-21,3,1,8,7,0,2,1,1,0.6,0.5758,0.78,0.1045,19,500,519,Pagi-Siang
14236,2012-08-21,3,1,8,8,0,2,1,1,0.6,0.5758,0.78,0.1343,27,696,723,Pagi-Siang
14237,2012-08-21,3,1,8,9,0,2,1,1,0.64,0.6061,0.69,0.0,47,281,328,Pagi-Siang
14238,2012-08-21,3,1,8,10,0,2,1,1,0.66,0.6212,0.61,0.1045,58,120,178,Pagi-Siang
14239,2012-08-21,3,1,8,11,0,2,1,1,0.7,0.6515,0.54,0.0,61,195,256,Pagi-Siang
14240,2012-08-21,3,1,8,12,0,2,1,1,0.72,0.6515,0.45,0.0,79,226,305,Sore
14241,2012-08-21,3,1,8,13,0,2,1,1,0.74,0.6515,0.4,0.0,76,255,331,Sore
14242,2012-08-21,3,1,8,14,0,2,1,1,0.76,0.6667,0.37,0.0896,110,192,302,Sore
14243,2012-08-21,3,1,8,15,0,2,1,1,0.76,0.6667,0.37,0.0,76,226,302,Sore
14244,2012-08-21,3,1,8,16,0,2,1,1,0.76,0.6667,0.37,0.0,109,358,467,Sore
14245,2012-08-21,3,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,92,786,878,Sore
14246,2012-08-21,3,1,8,18,0,2,1,1,0.72,0.6667,0.54,0.2239,93,532,625,Malam
14247,2012-08-21,3,1,8,19,0,2,1,3,0.62,0.5909,0.73,0.1045,56,420,476,Malam
14248,2012-08-21,3,1,8,20,0,2,1,1,0.64,0.6061,0.73,0.0,62,296,358,Malam
14249,2012-08-21,3,1,8,21,0,2,1,1,0.64,0.6061,0.73,0.0,41,239,280,Malam
14250,2012-08-21,3,1,8,22,0,2,1,1,0.64,0.5909,0.78,0.0,24,208,232,Malam
14251,2012-08-21,3,1,8,23,0,2,1,1,0.62,0.5758,0.83,0.0,23,113,136,Malam
14252,2012-08-22,3,1,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,9,46,55,Pagi Buta
14253,2012-08-22,3,1,8,1,0,3,1,1,0.62,0.5909,0.78,0.0,1,20,21,Pagi Buta
14254,2012-08-22,3,1,8,2,0,3,1,1,0.62,0.5909,0.78,0.0,7,10,17,Pagi Buta
14255,2012-08-22,3,1,8,3,0,3,1,1,0.62,0.5909,0.78,0.0,0,7,7,Pagi Buta
14256,2012-08-22,3,1,8,4,0,3,1,1,0.58,0.5455,0.83,0.1045,1,7,8,Pagi Buta
14257,2012-08-22,3,1,8,5,0,3,1,1,0.6,0.5758,0.78,0.0,2,38,40,Pagi Buta
14258,2012-08-22,3,1,8,6,0,3,1,1,0.62,0.5909,0.73,0.0,12,175,187,Pagi-Siang
14259,2012-08-22,3,1,8,7,0,3,1,1,0.62,0.5909,0.78,0.0,16,537,553,Pagi-Siang
14260,2012-08-22,3,1,8,8,0,3,1,1,0.64,0.6061,0.73,0.0896,37,703,740,Pagi-Siang
14261,2012-08-22,3,1,8,9,0,3,1,1,0.68,0.6364,0.65,0.0,41,335,376,Pagi-Siang
14262,2012-08-22,3,1,8,10,0,3,1,1,0.7,0.6515,0.61,0.0896,66,159,225,Pagi-Siang
14263,2012-08-22,3,1,8,11,0,3,1,1,0.72,0.6667,0.58,0.0896,71,196,267,Pagi-Siang
14264,2012-08-22,3,1,8,12,0,3,1,1,0.74,0.6667,0.51,0.0,59,253,312,Sore
14265,2012-08-22,3,1,8,13,0,3,1,1,0.76,0.6818,0.48,0.1045,74,242,316,Sore
14266,2012-08-22,3,1,8,14,0,3,1,1,0.76,0.6818,0.45,0.1045,82,184,266,Sore
14267,2012-08-22,3,1,8,15,0,3,1,1,0.76,0.6818,0.48,0.1343,94,222,316,Sore
14268,2012-08-22,3,1,8,16,0,3,1,3,0.74,0.6818,0.55,0.2239,102,358,460,Sore
14269,2012-08-22,3,1,8,17,0,3,1,3,0.74,0.6818,0.55,0.2239,72,711,783,Sore
14270,2012-08-22,3,1,8,18,0,3,1,3,0.66,0.6212,0.61,0.2239,91,592,683,Malam
14271,2012-08-22,3,1,8,19,0,3,1,2,0.66,0.6212,0.74,0.0,56,524,580,Malam
